idx,item_nm
5016,"Тяга рулевая продольная (резьба наружняя М16) Уралец/Синтай/Xingtai 160, 180, 220"
4147,Крыльчатка вентилятора
1039,Двигатель YC6B125-T21
2226,Шестерня первичного вала Z=16
982,Сальник 35х62х12
748,Клапан выпускной S1100
7239,Гидроцилиндр редуктора подъемного навесного оборудования Т25 (2017)
7217,"Кольцо уплотнительное 34,5х3,55"
4006,"Фильтр топливный СХ0710 Jinma 404, DongFeng 354"
1626,"Кольцо уплотнительное, шайбы (см. внутри)"
3771,Рег.в. вн.6-г. M8x16 в.с. A2
3166,"Наконечник поворотный резьба наружняя М20/М14,  Jinma 354 с ГУР правый"
6663,Шестерня 33R правая
1790,Коленвал (Коленчатый вал) KM385BTс буртиком
3822,Головка 67 мм
435,Направляющая
5378,Подшипник 180109 (109) Передней ступицы Уралец 224
600,Фильтр топливный CX0814C SC9D220 D638-002-02
2905,Уплотнение
3042,Винт с шестигранной головкой
5507,Подшипниковый узел
3838,Долото
920,Масляный фильтр HDY - 0818
2090,Шестерня 2 передачи выходного вала DongFeng 244
6662,Шестерня ведомая (17 зубьев) Jinma
353,Шланг
247,Диск сцепления Xingtai 244 (15 шлицов)
2498,Держатель
2748,"Шайба 0,62-1,7 11g - b"
283,"Нож Зуб Японской Почвофрезы 581, хвостовик 25*10"
1616,"Диск колесный R14 для прицепа 1,5 тн"
933,Уплотнение
6956,Вкладыши коренные WEICHAI WD10 81500010046
5248,Радиатор в сборе YN38
203,Шестерня 2 и 3 передач подвижная Jinma-164
4076,Башмак
3523,Кольцо КАМАЗ уплотнительное установка водяных труб 
2517,Шестерня коническая углового редуктора
6903,Коленвал Weichai Deutz TD226/WP6 13032128+001
3065,Вилка 3 и 4 передачи DongFeng 244
2430,Сальник 40х70х10
2817,Корпус форсунки зелёный
2531,Уплотн. вала 50x72x8 Viton
3691,Р/К фланцевых колец гидрораспределителя Р-160 К-700
1477,Болт шатунный WEICHAI WD10 81500030023
1574,"Корзина сцепления TY290/TY295/DLH1100  (Уралец, Синтай) с кольцом"
4311,Вилка 2 / 3 передачи
648,Наконечник поворотный для гидроцилиндров ГУР (с 2-мя наконечниками)
6319,Вал Ø25 мм L = 90 мм
1348,Прокладка
5561,Уплотнение
1235,Вал
4763,R180 Коромысла в сборе
3859,Корпус муфты KB61/20 1.3/8 M10 R48
6471,"Сателлит 15 зубов, диаметр 66"
4546,Вал под ножи для почвофрезы 1GQN-120 (комплект)
4884,"Г-образные ключи шестигранные 20,0 мм"
6887,"Втулка подшипниковая  д/к.от 2EC/2CC,4FC/4CC,2EES/2CES,4FES/4CES (311125-01)"
6445,Прокладка
2348,Узел выходной в сборе с угловым штуцером (d 40)
847,"Отвал бульдозерный на навеску сзади без фаркопа на МТЗ-80,82"
2272,R180 Шестерня распредвала распределительная Z=48
6019,"Штуцер прямой для барашковой гайки (G 1/2"" - 10 мм)"
1497,Корпус подшипника качающегося вала KUHN
5822,Лапа стрельчатая 11
368,Гарнитура крестовидная T20
3269,Рычаг отжимной 1 (Лапка сцепления) Jinma 2-х дисковое сцепление
4666,Вкладыши шатунные ZN390 - комплект на дизель
6719,Стекло дверное правое кабинное JM-244 Kpl (Люкс)/JM-354
4722,Вкладыши упорные верхнее и нижнее полукольцо 4L22BT(компл. 2 шт)
4881,Насос от ВОМ Comet ВР-235К
2546,Палец
4603,Нож зубчатый вращение влево
6233,Фильтрующий элемент d58x210 мм (80 меш желтый)
2734,"Штуцер прямой с наружной резьбой (G 1"" - 25 мм)"
494,KM385BT Прокладка головки блока цилиндров
3527,"Штуцер прямой с наружной резьбой (G 3/4"" - 13 мм)"
183,Фильтр топливный Fleetguard
4500,Фильтр масляный Fleetguard
642,Камера 6.00-14
6549,Прокладка крышки головки блока цилиндров (клапанной крышки) ZN490T
3906,AP1001080 Ремень Optibelt Agropower VB
2055,Ремень генератора (водяного насоса) 15х650 ZN490T DongFeng 304 зубчатый
6546,Шестерня (44 зуба) 4-х ступенчатая коробка передач Jinma
2522,Диск
5685,Втулка шатуна KM385ВТ
5049,"Прокладка для фитингов с уплотнительными кольцами (G 1"")"
1343,Помпа водяная  WEICHAI WD10 612600061739
660,Гильза цилиндра TY295
1577,Турбина  YCD4G22T-115
6081,Набор прокладок для 4H-15.2 (372811-03)
4533,Распылитель ZCK22S150 (DL190-12)
5053,Вал
7183,Решето
2250,Шайба пружинная 90 мм
1872,Гайка HK M45x200
1389,Крепление ножа
3056,"Суппорт тормозной, CHANGLIN"
2098,Форсунка в сборе ZS1100 (острая)
1695,Коллектор Single Shoot
3719,Кольцо уплотнительное
2675,"Поршень TY295 (D=94,45  мм)"
802,Насос гидравлический
7078,Трубка
3223,Отсечное устройство d14мм проходное в сборе
5031,Скребки
6363,Звездочка 32-6 пресс-подборщик YK0850/ YK0870
354,Сальник 25х47х7
2846,"Труба медная (с) - штанга 22,00мм х 1,00мм х 5м"
871,"Подшипник 6206, первичного вала"
2508,Палец с защитой 5/8&quot;Dx6 W/
575,Стартер SC11D/C6121 C11AL-M8C3651+A
2687,Гидравлический шланг
1505,Гайка M10
4598,Шестерня гидравлического насоса ZN490
3394,Палец крепежный 14х70 (под шплинт) Уралец/Синтай
24,Патрубок радиатора нижний TY295IT (JD)
3330,Болт
3652,Вентилятор осевой HL-YJF34 для холодильных установок (микродвигатель)
524,Шнек
5704,Подшипник шариковый
5478,"Шестерня цилиндрическая (15 зубьев, 8 шлицов) Почвофреза 1GQN-100"
1721,Труба K-Flex ST 19х54
1268,Шланг гидравлический 10x1000
2040,Звездочка приводная цепной
3803,Болт
1627,Цепь роликовая 92
2033,"Болт M16 x 25 8.8, оцинкованный"
1514,"Фланец 2&quot;, шланг 1&quot; 90 гр."
2148,"Прокладка для фитингов с уплотнительными кольцами (G 1 1/4"")"
4734,Коленвал (Коленчатый вал) TY295IT(JD295) D коренной шейки = 75 мм
7213,"Вентилятор 12"" 24V Pusher 120W ""S"" 08-0932 (автохолод)"
6667,Шайба
389,Тройник переходной 28х15х28
2180,Пружина кручения отжимного рычага DongFeng-244
6603,Болт SP Штепсель
5798,втулка подшипника скольжения
6397,"Режущая кромка 2,6 м"
1376,Вал ведущий редуктора почвофрезы 1GQN-120/140 (15/6 зуб)
4024,Фланец М27
205,Пресс-фитинг DN08 1/2 BSP Male
4831,Шпилька 350 мм
2169,Набор прокладок
1908,Уплотнительное кольцо 15x21x3
3326,Барабан тормозной Shifeng 244/Шифенг 244
6690,Вал
5092,Уплотнительное кольцо
5510,Опора выжимного подшипника DongFeng
1417,Шплинт 8x80 DIN94-St Zn
4759,Подшипник
5901,Вал отбора мощности ВОМ (8 шлицов) Jinma 354
6611,Отвал бульдозерный гидроповоротный (со сменными ножами)
2554,Кольцо стопорное
713,Диск
